PID	DocID	SentenceID	UserID	Novelty	Text					
140	88209	5	Mehmet	3	Suyun kenarýnda bir aðaç parçasý vardý .					
140	88209	5	mücahid	3	Suyun kenarýnda bir aðaç parçasý vardý .					
140	88209	6	ercangu	3	Ona tutunarak sudan çýktým .					
140	88209	6	Mehmet	3	Ona tutunarak sudan çýktým .					
140	88209	6	mücahid	3	Ona tutunarak sudan çýktým .					
140	88209	7	ercangu	2	Benim gibi diðer yaralýlar da yardým için baðýrýyorlardý .					
140	88209	7	Mehmet	3	Benim gibi diðer yaralýlar da yardým için baðýrýyorlardý .					
140	88209	7	mücahid	3	Benim gibi diðer yaralýlar da yardým için baðýrýyorlardý .					
140	88209	8	ercangu	3	O sýrada yoldan geçenler durarak 	bizi kurtardýlar .''.				
140	88209	8	Mehmet	3	O sýrada yoldan geçenler durarak 	bizi kurtardýlar .''.				
140	88209	8	mücahid	3	O sýrada yoldan geçenler durarak 	bizi kurtardýlar .''.				
140	88255	1	ercangu	2	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	39 yaralý Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan otobüste 3 kiþinin öldüðünü 	39 kiþinin yaralandýðýný söyledi .		
140	88255	1	Mehmet	2	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	39 yaralý Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan otobüste 3 kiþinin öldüðünü 	39 kiþinin yaralandýðýný söyledi .		
140	88255	1	mücahid	2	Yolcu otobüsü Aras Nehri'ne uçtu :3 ölü 	39 yaralý Kars Valisi Nevzat Turhan 	Aras Nehri'ne uçan otobüste 3 kiþinin öldüðünü 	39 kiþinin yaralandýðýný söyledi .		
140	88255	2	ercangu	2	Vali Turhan 	gazetecilere yaptýðý açýklamada 	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden Iðdýrlý Turizm'e ait 34 YJ 9924 plakalý yolcu otobüsünün sürücülerinin 	Musa Telek ve Ýsa Telek olduðunun belirlendiðini ifade etti .		
140	88255	2	Mehmet	3	Vali Turhan 	gazetecilere yaptýðý açýklamada 	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden Iðdýrlý Turizm'e ait 34 YJ 9924 plakalý yolcu otobüsünün sürücülerinin 	Musa Telek ve Ýsa Telek olduðunun belirlendiðini ifade etti .		
140	88255	2	mücahid	3	Vali Turhan 	gazetecilere yaptýðý açýklamada 	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden Iðdýrlý Turizm'e ait 34 YJ 9924 plakalý yolcu otobüsünün sürücülerinin 	Musa Telek ve Ýsa Telek olduðunun belirlendiðini ifade etti .		
140	88255	3	ercangu	3	Kazada 3 kiþinin hayatýný kaybettiðini belirten Vali Turhan 	yaralýlarýn Erzurum ve Kars'taki hastanelerde tedavilerinin sürdüðünü 	bunlardan 6'sýnýn durumlarýnýn aðýr olduðunu belirtti .			
140	88255	3	Mehmet	2	Kazada 3 kiþinin hayatýný kaybettiðini belirten Vali Turhan 	yaralýlarýn Erzurum ve Kars'taki hastanelerde tedavilerinin sürdüðünü 	bunlardan 6'sýnýn durumlarýnýn aðýr olduðunu belirtti .			
140	88255	3	mücahid	2	Kazada 3 kiþinin hayatýný kaybettiðini belirten Vali Turhan 	yaralýlarýn Erzurum ve Kars'taki hastanelerde tedavilerinin sürdüðünü 	bunlardan 6'sýnýn durumlarýnýn aðýr olduðunu belirtti .			
140	88327	1	ercangu	2	Aras'a uçan otobüste ölenlerin sayýsý 6'ya yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 6'ya yükseldi .					
140	88327	1	Mehmet	3	Aras'a uçan otobüste ölenlerin sayýsý 6'ya yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 6'ya yükseldi .					
140	88327	1	mücahid	2	Aras'a uçan otobüste ölenlerin sayýsý 6'ya yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 6'ya yükseldi .					
140	88327	2	ercangu	2	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünde arama ve kurtarma çalýþmalarý kapsamýnda 	dalgýçlar 	otobüste sýkýþtýðý fark edilen bir cesedi sudan çýkardý .			
140	88327	2	Mehmet	2	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünde arama ve kurtarma çalýþmalarý kapsamýnda 	dalgýçlar 	otobüste sýkýþtýðý fark edilen bir cesedi sudan çýkardý .			
140	88327	2	mücahid	2	Ýstanbul'dan Iðdýr baðlantýlý olarak Nahcivan'a giden ve Karakurt mevkiinde Aras Nehri'ne uçan yolcu otobüsünde arama ve kurtarma çalýþmalarý kapsamýnda 	dalgýçlar 	otobüste sýkýþtýðý fark edilen bir cesedi sudan çýkardý .			
140	88327	3	ercangu	3	Sivil Savunma yetkilileri de otobüsün nehre uçtuðu bölgenin 20 kilometre uzaðýnda Kaðýzman yolu bölgesinde bir kiþinin daha cesedinin bulunduðunu 	ancak akýntý nedeniyle cesedi henüz sudan çýkaramadýklarýný kaydettiler .				
140	88327	3	Mehmet	3	Sivil Savunma yetkilileri de otobüsün nehre uçtuðu bölgenin 20 kilometre uzaðýnda Kaðýzman yolu bölgesinde bir kiþinin daha cesedinin bulunduðunu 	ancak akýntý nedeniyle cesedi henüz sudan çýkaramadýklarýný kaydettiler .				
140	88327	3	mücahid	3	Sivil Savunma yetkilileri de otobüsün nehre uçtuðu bölgenin 20 kilometre uzaðýnda Kaðýzman yolu bölgesinde bir kiþinin daha cesedinin bulunduðunu 	ancak akýntý nedeniyle cesedi henüz sudan çýkaramadýklarýný kaydettiler .				
140	88327	4	ercangu	2	Yetkililer 	bu cesetlerle birlikte kazada ölenlerin sayýsýnýn 6'ya yükseldiðini bildirdiler .				
140	88327	4	Mehmet	2	Yetkililer 	bu cesetlerle birlikte kazada ölenlerin sayýsýnýn 6'ya yükseldiðini bildirdiler .				
140	88327	4	mücahid	2	Yetkililer 	bu cesetlerle birlikte kazada ölenlerin sayýsýnýn 6'ya yükseldiðini bildirdiler .				
140	88327	5	ercangu	2	Bu arada 	daha önce otobüste sýkýþtýðý belirtilen bir kiþiye ait ceset de bulunduðu yerden çýkarýldý .				
140	88327	5	Mehmet	3	Bu arada 	daha önce otobüste sýkýþtýðý belirtilen bir kiþiye ait ceset de bulunduðu yerden çýkarýldý .				
140	88327	5	mücahid	2	Bu arada 	daha önce otobüste sýkýþtýðý belirtilen bir kiþiye ait ceset de bulunduðu yerden çýkarýldý .				
140	88372	1	ercangu	2	Aras'a uçan otobüste ölenlerin sayýsý 7'ye yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 7'ye yükseldi .					
140	88372	1	Mehmet	3	Aras'a uçan otobüste ölenlerin sayýsý 7'ye yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 7'ye yükseldi .					
140	88372	1	mücahid	3	Aras'a uçan otobüste ölenlerin sayýsý 7'ye yükseldi Aras Nehri'ne uçan yolcu otobüsünde ölenlerin sayýsý 7'ye yükseldi .					
